Date,Location,Station,Trap_Number,Number_Crabs,Temperature,Salinity,Month,Day,Year,MonYr,Season
10/20/2008,TB,AMI,701,4,24,34,10,20,2008,8-Oct,4
10/20/2008,TB,AMI,803,3,24,34,10,20,2008,8-Oct,4
10/20/2008,TB,AMI,702,6,24,34,10,20,2008,8-Oct,4
10/20/2008,TB,PSK,708,6,24.4,33.8,10,20,2008,8-Oct,4
10/20/2008,TB,PSK,811,5,24.4,33.8,10,20,2008,8-Oct,4
10/20/2008,TB,PSK,808,7,24.4,33.8,10,20,2008,8-Oct,4
10/20/2008,TB,PSK,815,2,24.4,33.8,10,20,2008,8-Oct,4
10/20/2008,TB,PSK,704,3,24.4,33.8,10,20,2008,8-Oct,4
10/20/2008,TB,RSK,810,12,24,32.4,10,20,2008,8-Oct,4
10/20/2008,TB,RSK,666,7,24,32.4,10,20,2008,8-Oct,4
10/20/2008,TB,RSK,649,7,24,32.4,10,20,2008,8-Oct,4
10/20/2008,TB,RSK,539,7,24,32.4,10,20,2008,8-Oct,4
10/20/2008,TB,RSK,706,4,24,32.4,10,20,2008,8-Oct,4
10/30/2008,TB,PSK,815,7,18.9,33.6,10,30,2008,8-Oct,4
10/30/2008,TB,PSK,708,9,18.9,33.6,10,30,2008,8-Oct,4
10/30/2008,TB,PSK,704,6,18.9,33.6,10,30,2008,8-Oct,4
10/30/2008,TB,PSK,814,8,18.9,33.6,10,30,2008,8-Oct,4
10/30/2008,TB,PSK,811,3,18.9,33.6,10,30,2008,8-Oct,4
10/30/2008,TB,RSK,666,5,18.7,32.7,10,30,2008,8-Oct,4
10/30/2008,TB,RSK,539,3,18.7,32.7,10,30,2008,8-Oct,4
10/30/2008,TB,RSK,649,9,18.7,32.7,10,30,2008,8-Oct,4
10/30/2008,TB,RSK,706,7,18.7,32.7,10,30,2008,8-Oct,4
10/30/2008,TB,RSK,810,8,18.7,32.7,10,30,2008,8-Oct,4
11/14/2008,TB,AMI,812,14,21.9,31.4,11,14,2008,8-Nov,4
11/14/2008,TB,AMI,661,7,21.9,31.4,11,14,2008,8-Nov,4
11/14/2008,TB,AMI,701,12,21.9,31.4,11,14,2008,8-Nov,4
11/14/2008,TB,AMI,821,10,21.9,31.4,11,14,2008,8-Nov,4
11/14/2008,TB,AMI,702,9,21.9,31.4,11,14,2008,8-Nov,4
11/14/2008,TB,PSK,708,12,21.9,22.3,11,14,2008,8-Nov,4
11/14/2008,TB,PSK,704,6,21.9,22.3,11,14,2008,8-Nov,4
11/14/2008,TB,PSK,815,13,21.9,22.3,11,14,2008,8-Nov,4
11/14/2008,TB,PSK,811,6,21.9,22.3,11,14,2008,8-Nov,4
11/14/2008,TB,PSK,814,14,21.9,22.3,11,14,2008,8-Nov,4
11/14/2008,TB,RSK,649,14,22.4,33.2,11,14,2008,8-Nov,4
11/14/2008,TB,RSK,666,8,22.4,33.2,11,14,2008,8-Nov,4
11/14/2008,TB,RSK,706,7,22.4,33.2,11,14,2008,8-Nov,4
11/14/2008,TB,RSK,810,9,22.4,33.2,11,14,2008,8-Nov,4
11/14/2008,TB,RSK,539,4,22.4,33.2,11,14,2008,8-Nov,4
11/14/2008,TB,BNP,818,4,22.2,30.4,11,14,2008,8-Nov,4
11/14/2008,TB,BNP,817,1,22.2,30.4,11,14,2008,8-Nov,4
11/14/2008,TB,BNP,820,8,22.2,30.4,11,14,2008,8-Nov,4
11/14/2008,TB,BNP,819,4,22.2,30.4,11,14,2008,8-Nov,4
11/14/2008,TB,BNP,816,0,22.2,30.4,11,14,2008,8-Nov,4
11/24/2008,TB,AMI,812,20,16.7,21.1,11,24,2008,8-Nov,4
11/24/2008,TB,AMI,661,4,16.7,21.1,11,24,2008,8-Nov,4
11/24/2008,TB,AMI,701,3,16.7,21.1,11,24,2008,8-Nov,4
11/24/2008,TB,AMI,702,3,16.7,21.1,11,24,2008,8-Nov,4
11/24/2008,TB,AMI,821,20,16.7,21.1,11,24,2008,8-Nov,4
11/24/2008,TB,RSK,810,14,16.4,23.8,11,24,2008,8-Nov,4
11/24/2008,TB,RSK,706,7,16.4,23.8,11,24,2008,8-Nov,4
11/24/2008,TB,RSK,539,7,16.4,23.8,11,24,2008,8-Nov,4
11/24/2008,TB,RSK,666,10,16.4,23.8,11,24,2008,8-Nov,4
11/24/2008,TB,RSK,649,8,16.4,23.8,11,24,2008,8-Nov,4
11/24/2008,TB,BNP,815,10,15.9,23.5,11,24,2008,8-Nov,4
11/24/2008,TB,BNP,819,11,15.9,23.5,11,24,2008,8-Nov,4
11/24/2008,TB,BNP,818,6,15.9,23.5,11,24,2008,8-Nov,4
11/24/2008,TB,BNP,816,4,15.9,23.5,11,24,2008,8-Nov,4
11/24/2008,TB,BNP,822,3,15.9,23.5,11,24,2008,8-Nov,4
11/24/2008,TB,PSK,708,11,16.4,21.8,11,24,2008,8-Nov,4
11/24/2008,TB,PSK,704,6,16.4,21.8,11,24,2008,8-Nov,4
11/24/2008,TB,PSK,815,1,16.4,21.8,11,24,2008,8-Nov,4
11/24/2008,TB,PSK,811,5,16.4,21.8,11,24,2008,8-Nov,4
11/24/2008,TB,PSK,814,5,16.4,21.8,11,24,2008,8-Nov,4
11/24/2008,TB,AMI,,,16.7,21.1,11,24,2008,8-Nov,4
12/8/2008,TB,AMI,812,17,16.2,32.9,12,8,2008,8-Dec,4
12/8/2008,TB,AMI,661,5,16.2,32.9,12,8,2008,8-Dec,4
12/8/2008,TB,AMI,801,3,16.2,32.9,12,8,2008,8-Dec,4
12/8/2008,TB,AMI,802,3,16.2,32.9,12,8,2008,8-Dec,4
12/8/2008,TB,AMI,821,12,16.2,32.9,12,8,2008,8-Dec,4
12/8/2008,TB,PSK,704,5,16.1,32.7,12,8,2008,8-Dec,4
12/8/2008,TB,PSK,815,6,16.1,32.7,12,8,2008,8-Dec,4
12/8/2008,TB,PSK,811,7,16.1,32.7,12,8,2008,8-Dec,4
12/8/2008,TB,PSK,814,25,16.1,32.7,12,8,2008,8-Dec,4
12/8/2008,TB,BNP,819,13,16.3,32.4,12,8,2008,8-Dec,4
12/8/2008,TB,BNP,818,7,16.3,32.4,12,8,2008,8-Dec,4
12/8/2008,TB,BNP,820,17,16.3,32.4,12,8,2008,8-Dec,4
12/8/2008,TB,BNP,810,13,16.3,32.4,12,8,2008,8-Dec,4
12/8/2008,TB,BNP,822,5,16.3,32.4,12,8,2008,8-Dec,4
12/8/2008,TB,RSK,706,7,17.1,31.9,12,8,2008,8-Dec,4
12/8/2008,TB,RSK,539,5,17.1,31.9,12,8,2008,8-Dec,4
12/8/2008,TB,RSK,666,16,17.1,31.9,12,8,2008,8-Dec,4
12/8/2008,TB,RSK,810,5,17.1,31.9,12,8,2008,8-Dec,4
12/8/2008,TB,RSK,649,9,17.1,31.9,12,8,2008,8-Dec,4
12/18/2008,TB,AMI,812,19,17.4,32.8,12,18,2008,8-Dec,4
12/18/2008,TB,AMI,702,1,17.4,32.8,12,18,2008,8-Dec,4
12/18/2008,TB,AMI,821,11,17.4,32.8,12,18,2008,8-Dec,4
12/18/2008,TB,AMI,661,3,17.4,32.8,12,18,2008,8-Dec,4
12/18/2008,TB,AMI,701,1,17.4,32.8,12,18,2008,8-Dec,4
12/18/2008,TB,PSK,704,6,18.6,32,12,18,2008,8-Dec,4
12/18/2008,TB,PSK,815,11,18.6,32,12,18,2008,8-Dec,4
12/18/2008,TB,PSK,811,5,18.6,32,12,18,2008,8-Dec,4
12/18/2008,TB,PSK,814,1,18.6,32,12,18,2008,8-Dec,4
12/18/2008,TB,PSK,823,4,18.6,32,12,18,2008,8-Dec,4
12/18/2008,TB,BNP,819,8,18.7,32,12,18,2008,8-Dec,4
12/18/2008,TB,BNP,818,6,18.7,32,12,18,2008,8-Dec,4
12/18/2008,TB,BNP,822,5,18.7,32,12,18,2008,8-Dec,4
12/18/2008,TB,RSK,812,4,18.9,31.4,12,18,2008,8-Dec,4
12/18/2008,TB,RSK,706,3,18.9,31.4,12,18,2008,8-Dec,4
12/18/2008,TB,RSK,539,13,18.9,31.4,12,18,2008,8-Dec,4
12/18/2008,TB,RSK,649,2,18.9,31.4,12,18,2008,8-Dec,4
12/18/2008,TB,RSK,666,5,18.9,31.4,12,18,2008,8-Dec,4
1/5/2009,TB,AMI,821,1,19,33,1,5,2009,9-Jan,1
1/5/2009,TB,AMI,661,2,19,33,1,5,2009,9-Jan,1
1/5/2009,TB,AMI,812,1,19,33,1,5,2009,9-Jan,1
1/5/2009,TB,AMI,702,1,19,33,1,5,2009,9-Jan,1
1/5/2009,TB,AMI,701,1,19,33,1,5,2009,9-Jan,1
1/5/2009,TB,PSK,823,7,19.5,32.8,1,5,2009,9-Jan,1
1/5/2009,TB,PSK,811,5,19.5,32.8,1,5,2009,9-Jan,1
1/5/2009,TB,PSK,815,8,19.5,32.8,1,5,2009,9-Jan,1
1/5/2009,TB,PSK,814,7,19.5,32.8,1,5,2009,9-Jan,1
1/5/2009,TB,PSK,704,4,19.5,32.8,1,5,2009,9-Jan,1
1/5/2009,TB,BNP,824,1,19.7,32.5,1,5,2009,9-Jan,1
1/5/2009,TB,BNP,819,11,19.7,32.5,1,5,2009,9-Jan,1
1/5/2009,TB,BNP,818,1,19.7,32.5,1,5,2009,9-Jan,1
1/5/2009,TB,BNP,822,11,19.7,32.5,1,5,2009,9-Jan,1
1/5/2009,TB,BNP,825,7,19.7,32.5,1,5,2009,9-Jan,1
1/5/2009,TB,RSK,666,6,20.1,31.7,1,5,2009,9-Jan,1
1/5/2009,TB,RSK,706,3,20.1,31.7,1,5,2009,9-Jan,1
1/5/2009,TB,RSK,649,3,20.1,31.7,1,5,2009,9-Jan,1
1/5/2009,TB,RSK,810,2,20.1,31.7,1,5,2009,9-Jan,1
1/23/2009,TB,AMI,702,3,14.1,35.2,1,23,2009,9-Jan,1
1/23/2009,TB,AMI,701,4,14.1,35.2,1,23,2009,9-Jan,1
1/23/2009,TB,AMI,812,12,14.1,35.2,1,23,2009,9-Jan,1
1/23/2009,TB,AMI,661,3,14.1,35.2,1,23,2009,9-Jan,1
1/23/2009,TB,PSK,704,6,13.4,34.6,1,23,2009,9-Jan,1
1/23/2009,TB,PSK,815,4,13.4,34.6,1,23,2009,9-Jan,1
1/23/2009,TB,PSK,811,6,13.4,34.6,1,23,2009,9-Jan,1
1/23/2009,TB,PSK,814,9,13.4,34.6,1,23,2009,9-Jan,1
1/23/2009,TB,PSK,823,13,13.4,34.6,1,23,2009,9-Jan,1
1/23/2009,TB,BNP,824,8,13.4,34.2,1,23,2009,9-Jan,1
1/23/2009,TB,BNP,818,5,13.4,34.2,1,23,2009,9-Jan,1
1/23/2009,TB,BNP,819,5,13.4,34.2,1,23,2009,9-Jan,1
1/23/2009,TB,BNP,825,11,13.4,34.2,1,23,2009,9-Jan,1
1/23/2009,TB,BNP,822,4,13.4,34.2,1,23,2009,9-Jan,1
1/23/2009,TB,RSK,829,6,13.3,33.8,1,23,2009,9-Jan,1
1/23/2009,TB,RSK,666,2,13.3,33.8,1,23,2009,9-Jan,1
1/23/2009,TB,RSK,706,8,13.3,33.8,1,23,2009,9-Jan,1
1/23/2009,TB,RSK,649,10,13.3,33.8,1,23,2009,9-Jan,1
1/23/2009,TB,RSK,810,8,13.3,33.8,1,23,2009,9-Jan,1
1/23/2009,TB,AMI,821,0,14.1,35.2,1,23,2009,9-Jan,1
2/9/2009,TB,AMI,661,11,14.1,34.7,2,9,2009,9-Feb,1
2/9/2009,TB,AMI,701,9,14.1,34.7,2,9,2009,9-Feb,1
2/9/2009,TB,AMI,812,9,14.1,34.7,2,9,2009,9-Feb,1
2/9/2009,TB,AMI,702,6,14.1,34.7,2,9,2009,9-Feb,1
2/9/2009,TB,AMI,821,7,14.1,34.7,2,9,2009,9-Feb,1
2/9/2009,TB,PSK,823,6,14.6,33.9,2,9,2009,9-Feb,1
2/9/2009,TB,PSK,704,4,14.6,33.9,2,9,2009,9-Feb,1
2/9/2009,TB,PSK,814,4,14.6,33.9,2,9,2009,9-Feb,1
2/9/2009,TB,BNP,822,6,14.3,33.5,2,9,2009,9-Feb,1
2/9/2009,TB,BNP,819,11,14.3,33.5,2,9,2009,9-Feb,1
2/9/2009,TB,BNP,818,4,14.3,33.5,2,9,2009,9-Feb,1
2/9/2009,TB,BNP,825,2,14.3,33.5,2,9,2009,9-Feb,1
2/9/2009,TB,BNP,824,3,14.3,33.5,2,9,2009,9-Feb,1
2/9/2009,TB,RSK,806,8,14.9,32.9,2,9,2009,9-Feb,1
2/9/2009,TB,RSK,666,3,14.9,32.9,2,9,2009,9-Feb,1
2/9/2009,TB,RSK,829,5,14.9,32.9,2,9,2009,9-Feb,1
2/9/2009,TB,RSK,649,11,14.9,32.9,2,9,2009,9-Feb,1
2/9/2009,TB,RSK,810,8,14.9,32.9,2,9,2009,9-Feb,1
2/23/2009,TB,AMI,812,9,16.3,34.7,2,23,2009,9-Feb,1
2/23/2009,TB,AMI,661,6,16.3,34.7,2,23,2009,9-Feb,1
2/23/2009,TB,AMI,701,5,16.3,34.7,2,23,2009,9-Feb,1
2/23/2009,TB,AMI,702,9,16.3,34.7,2,23,2009,9-Feb,1
2/23/2009,TB,AMI,821,6,16.3,34.7,2,23,2009,9-Feb,1
2/23/2009,TB,BNP,818,1,16.5,34.2,2,23,2009,9-Feb,1
2/23/2009,TB,BNP,812,5,16.5,34.2,2,23,2009,9-Feb,1
2/23/2009,TB,BNP,824,3,16.5,34.2,2,23,2009,9-Feb,1
2/23/2009,TB,BNP,819,7,16.5,34.2,2,23,2009,9-Feb,1
2/23/2009,TB,BNP,825,2,16.5,34.2,2,23,2009,9-Feb,1
2/23/2009,TB,PSK,831,2,16.2,34.4,2,23,2009,9-Feb,1
2/23/2009,TB,PSK,823,1,16.2,34.4,2,23,2009,9-Feb,1
2/23/2009,TB,PSK,814,2,16.2,34.4,2,23,2009,9-Feb,1
2/23/2009,TB,PSK,704,6,16.2,34.4,2,23,2009,9-Feb,1
2/23/2009,TB,RSK,810,7,16.5,34,2,23,2009,9-Feb,1
2/23/2009,TB,RSK,706,9,16.5,34,2,23,2009,9-Feb,1
2/23/2009,TB,RSK,649,4,16.5,34,2,23,2009,9-Feb,1
2/23/2009,TB,RSK,666,5,16.5,34,2,23,2009,9-Feb,1
2/23/2009,TB,RSK,829,3,16.5,34,2,23,2009,9-Feb,1
2/23/2009,TB,PSK,830,0,16.2,34.4,2,23,2009,9-Feb,1
3/12/2009,TB,AMI,812,11,17.8,34.8,3,12,2009,9-Mar,1
3/12/2009,TB,AMI,701,15,17.8,34.8,3,12,2009,9-Mar,1
3/12/2009,TB,AMI,661,9,17.8,34.8,3,12,2009,9-Mar,1
3/12/2009,TB,AMI,702,18,17.8,34.8,3,12,2009,9-Mar,1
3/12/2009,TB,AMI,821,10,17.8,34.8,3,12,2009,9-Mar,1
3/12/2009,TB,PSK,823,4,19.5,34.6,3,12,2009,9-Mar,1
3/12/2009,TB,PSK,831,1,19.5,34.6,3,12,2009,9-Mar,1
3/12/2009,TB,PSK,830,1,19.5,34.6,3,12,2009,9-Mar,1
3/12/2009,TB,PSK,704,6,19.5,34.6,3,12,2009,9-Mar,1
3/12/2009,TB,PSK,814,4,19.5,34.6,3,12,2009,9-Mar,1
3/12/2009,TB,BNP,819,8,20,34.4,3,12,2009,9-Mar,1
3/12/2009,TB,BNP,818,10,20,34.4,3,12,2009,9-Mar,1
3/12/2009,TB,BNP,825,5,20,34.4,3,12,2009,9-Mar,1
3/12/2009,TB,BNP,824,1,20,34.4,3,12,2009,9-Mar,1
3/12/2009,TB,RSK,706,10,20.9,33.7,3,12,2009,9-Mar,1
3/12/2009,TB,RSK,829,2,20.9,33.7,3,12,2009,9-Mar,1
3/12/2009,TB,RSK,810,4,20.9,33.7,3,12,2009,9-Mar,1
3/12/2009,TB,RSK,666,6,20.9,33.7,3,12,2009,9-Mar,1
3/12/2009,TB,RSK,649,7,20.9,33.7,3,12,2009,9-Mar,1
4/9/2009,TB,AMI,761,3,20.5,35.4,4,9,2009,9-Apr,2
4/9/2009,TB,AMI,701,9,20.5,35.4,4,9,2009,9-Apr,2
4/9/2009,TB,AMI,702,5,20.5,35.4,4,9,2009,9-Apr,2
4/9/2009,TB,AMI,821,9,20.5,35.4,4,9,2009,9-Apr,2
4/9/2009,TB,AMI,812,2,20.5,35.4,4,9,2009,9-Apr,2
4/9/2009,TB,PSK,831,8,20.7,35.3,4,9,2009,9-Apr,2
4/9/2009,TB,PSK,823,11,20.7,35.3,4,9,2009,9-Apr,2
4/9/2009,TB,PSK,704,7,20.7,35.3,4,9,2009,9-Apr,2
4/9/2009,TB,PSK,830,6,20.7,35.3,4,9,2009,9-Apr,2
4/9/2009,TB,PSK,814,7,20.7,35.3,4,9,2009,9-Apr,2
4/9/2009,TB,RSK,810,5,20.8,34.8,4,9,2009,9-Apr,2
4/9/2009,TB,RSK,829,1,20.8,34.8,4,9,2009,9-Apr,2
4/9/2009,TB,RSK,666,1,20.8,34.8,4,9,2009,9-Apr,2
4/9/2009,TB,RSK,706,6,20.8,34.8,4,9,2009,9-Apr,2
4/9/2009,TB,RSK,649,6,20.8,34.8,4,9,2009,9-Apr,2
4/9/2009,TB,BNP,824,9,21,34.9,4,9,2009,9-Apr,2
4/9/2009,TB,BNP,819,11,21,34.9,4,9,2009,9-Apr,2
4/9/2009,TB,BNP,825,5,21,34.9,4,9,2009,9-Apr,2
4/9/2009,TB,BNP,822,8,21,34.9,4,9,2009,9-Apr,2
4/9/2009,TB,BNP,818,11,21,34.9,4,9,2009,9-Apr,2
4/20/2009,TB,AMI,761,5,23.9,35.3,4,20,2009,9-Apr,2
4/20/2009,TB,AMI,821,4,23.9,35.3,4,20,2009,9-Apr,2
4/20/2009,TB,AMI,701,5,23.9,35.3,4,20,2009,9-Apr,2
4/20/2009,TB,AMI,702,4,23.9,35.3,4,20,2009,9-Apr,2
4/20/2009,TB,AMI,812,4,23.9,35.3,4,20,2009,9-Apr,2
4/20/2009,TB,PSK,804,9,23.1,35.4,4,20,2009,9-Apr,2
4/20/2009,TB,PSK,814,7,23.1,35.4,4,20,2009,9-Apr,2
4/20/2009,TB,PSK,831,2,23.1,35.4,4,20,2009,9-Apr,2
4/20/2009,TB,PSK,830,1,23.1,35.4,4,20,2009,9-Apr,2
4/20/2009,TB,BNP,818,3,23,35.4,4,20,2009,9-Apr,2
4/20/2009,TB,BNP,823,5,23,35.4,4,20,2009,9-Apr,2
4/20/2009,TB,BNP,819,3,23,35.4,4,20,2009,9-Apr,2
4/20/2009,TB,BNP,824,7,23,35.4,4,20,2009,9-Apr,2
4/20/2009,TB,BNP,825,3,23,35.4,4,20,2009,9-Apr,2
4/20/2009,TB,RSK,810,6,23,35.2,4,20,2009,9-Apr,2
4/20/2009,TB,RSK,806,6,23,35.2,4,20,2009,9-Apr,2
4/20/2009,TB,RSK,666,1,23,35.2,4,20,2009,9-Apr,2
4/20/2009,TB,RSK,829,7,23,35.2,4,20,2009,9-Apr,2
4/20/2009,TB,RSK,649,4,23,35.2,4,20,2009,9-Apr,2
4/20/2009,TB,PSK,823,0,23.1,35.4,4,20,2009,9-Apr,2
5/4/2009,TB,AMI,701,4,25.7,36,5,4,2009,9-May,2
5/4/2009,TB,AMI,702,3,25.7,36,5,4,2009,9-May,2
5/4/2009,TB,AMI,812,3,25.7,36,5,4,2009,9-May,2
5/4/2009,TB,AMI,661,1,25.7,36,5,4,2009,9-May,2
5/4/2009,TB,AMI,821,4,25.7,36,5,4,2009,9-May,2
5/4/2009,TB,PSK,830,3,25.9,36.3,5,4,2009,9-May,2
5/4/2009,TB,PSK,823,1,25.9,36.3,5,4,2009,9-May,2
5/4/2009,TB,PSK,804,5,25.9,36.3,5,4,2009,9-May,2
5/4/2009,TB,PSK,814,10,25.9,36.3,5,4,2009,9-May,2
5/4/2009,TB,PSK,831,2,25.9,36.3,5,4,2009,9-May,2
5/4/2009,TB,BNP,819,5,26.9,36.2,5,4,2009,9-May,2
5/4/2009,TB,BNP,824,1,26.9,36.2,5,4,2009,9-May,2
5/4/2009,TB,BNP,832,1,26.9,36.2,5,4,2009,9-May,2
5/4/2009,TB,BNP,818,5,26.9,36.2,5,4,2009,9-May,2
5/4/2009,TB,BNP,825,5,26.9,36.2,5,4,2009,9-May,2
5/4/2009,TB,RSK,806,5,26.1,35.9,5,4,2009,9-May,2
5/4/2009,TB,RSK,810,5,26.1,35.9,5,4,2009,9-May,2
5/4/2009,TB,RSK,829,7,26.1,35.9,5,4,2009,9-May,2
5/4/2009,TB,RSK,666,4,26.1,35.9,5,4,2009,9-May,2
5/4/2009,TB,RSK,649,6,26.1,35.9,5,4,2009,9-May,2
5/28/2009,TB,AMI,661,4,27.4,36.5,5,28,2009,9-May,2
5/28/2009,TB,AMI,702,4,27.4,36.5,5,28,2009,9-May,2
5/28/2009,TB,AMI,821,5,27.4,36.5,5,28,2009,9-May,2
5/28/2009,TB,AMI,701,4,27.4,36.5,5,28,2009,9-May,2
5/28/2009,TB,AMI,812,2,27.4,36.5,5,28,2009,9-May,2
5/28/2009,TB,PSK,831,12,27.8,36.2,5,28,2009,9-May,2
5/28/2009,TB,PSK,814,7,27.8,36.2,5,28,2009,9-May,2
5/28/2009,TB,PSK,823,7,27.8,36.2,5,28,2009,9-May,2
5/28/2009,TB,PSK,830,6,27.8,36.2,5,28,2009,9-May,2
5/28/2009,TB,PSK,804,6,27.8,36.2,5,28,2009,9-May,2
5/28/2009,TB,BNP,824,6,27.8,36.2,5,28,2009,9-May,2
5/28/2009,TB,BNP,819,3,27.8,36.2,5,28,2009,9-May,2
5/28/2009,TB,BNP,832,11,27.8,36.2,5,28,2009,9-May,2
5/28/2009,TB,BNP,825,12,27.8,36.2,5,28,2009,9-May,2
5/28/2009,TB,BNP,818,5,27.8,36.2,5,28,2009,9-May,2
5/28/2009,TB,RSK,810,11,28.2,35,5,28,2009,9-May,2
5/28/2009,TB,RSK,806,3,28.2,35,5,28,2009,9-May,2
5/28/2009,TB,RSK,829,5,28.2,35,5,28,2009,9-May,2
5/28/2009,TB,RSK,666,4,28.2,35,5,28,2009,9-May,2
5/28/2009,TB,RSK,649,12,28.2,35,5,28,2009,9-May,2
6/9/2009,TB,AMI,702,5,28.1,36.8,6,9,2009,9-Jun,2
6/9/2009,TB,AMI,821,6,28.1,36.8,6,9,2009,9-Jun,2
6/9/2009,TB,AMI,701,3,28.1,36.8,6,9,2009,9-Jun,2
6/9/2009,TB,AMI,812,3,28.1,36.8,6,9,2009,9-Jun,2
6/9/2009,TB,AMI,661,2,28.1,36.8,6,9,2009,9-Jun,2
6/9/2009,TB,PSK,831,7,28.6,36.3,6,9,2009,9-Jun,2
6/9/2009,TB,PSK,830,5,28.6,36.3,6,9,2009,9-Jun,2
6/9/2009,TB,PSK,704,7,28.6,36.3,6,9,2009,9-Jun,2
6/9/2009,TB,PSK,823,6,28.6,36.3,6,9,2009,9-Jun,2
6/9/2009,TB,PSK,814,12,28.6,36.3,6,9,2009,9-Jun,2
6/9/2009,TB,RSK,810,5,29.4,35.2,6,9,2009,9-Jun,2
6/9/2009,TB,RSK,649,6,29.4,35.2,6,9,2009,9-Jun,2
6/9/2009,TB,RSK,829,6,29.4,35.2,6,9,2009,9-Jun,2
6/9/2009,TB,RSK,706,8,29.4,35.2,6,9,2009,9-Jun,2
6/9/2009,TB,RSK,666,7,29.4,35.2,6,9,2009,9-Jun,2
6/9/2009,TB,BNP,832,6,29.2,36.4,6,9,2009,9-Jun,2
6/9/2009,TB,BNP,825,7,29.2,36.4,6,9,2009,9-Jun,2
6/9/2009,TB,BNP,818,3,29.2,36.4,6,9,2009,9-Jun,2
6/9/2009,TB,BNP,819,7,29.2,36.4,6,9,2009,9-Jun,2
6/9/2009,TB,BNP,824,3,29.2,36.4,6,9,2009,9-Jun,2
7/6/2009,TB,AMI,861,5,28.9,36.1,7,6,2009,9-Jul,3
7/6/2009,TB,AMI,701,1,28.9,36.1,7,6,2009,9-Jul,3
7/6/2009,TB,AMI,812,5,28.9,36.1,7,6,2009,9-Jul,3
7/6/2009,TB,AMI,702,4,28.9,36.1,7,6,2009,9-Jul,3
7/6/2009,TB,AMI,821,2,28.9,36.1,7,6,2009,9-Jul,3
7/6/2009,TB,PSK,831,14,29.3,36,7,6,2009,9-Jul,3
7/6/2009,TB,PSK,830,6,29.3,36,7,6,2009,9-Jul,3
7/6/2009,TB,PSK,823,5,29.3,36,7,6,2009,9-Jul,3
7/6/2009,TB,PSK,704,12,29.3,36,7,6,2009,9-Jul,3
7/6/2009,TB,PSK,814,6,29.3,36,7,6,2009,9-Jul,3
7/6/2009,TB,BNP,824,7,29.6,35.9,7,6,2009,9-Jul,3
7/6/2009,TB,BNP,818,4,29.6,35.9,7,6,2009,9-Jul,3
7/6/2009,TB,BNP,822,9,29.6,35.9,7,6,2009,9-Jul,3
7/6/2009,TB,BNP,825,16,29.6,35.9,7,6,2009,9-Jul,3
7/6/2009,TB,RSK,706,19,30.2,34.2,7,6,2009,9-Jul,3
7/6/2009,TB,RSK,666,8,30.2,34.2,7,6,2009,9-Jul,3
7/6/2009,TB,RSK,810,10,30.2,34.2,7,6,2009,9-Jul,3
7/6/2009,TB,RSK,649,11,30.2,34.2,7,6,2009,9-Jul,3
7/6/2009,TB,RSK,829,7,30.2,34.2,7,6,2009,9-Jul,3
7/22/2009,TB,AMI,861,2,29.1,36.5,7,22,2009,9-Jul,3
7/22/2009,TB,AMI,701,7,29.1,36.5,7,22,2009,9-Jul,3
7/22/2009,TB,AMI,812,6,29.1,36.5,7,22,2009,9-Jul,3
7/22/2009,TB,AMI,821,8,29.1,36.5,7,22,2009,9-Jul,3
7/22/2009,TB,AMI,702,5,29.1,36.5,7,22,2009,9-Jul,3
7/22/2009,TB,PSK,830,6,29.7,35.5,7,22,2009,9-Jul,3
7/22/2009,TB,PSK,823,4,29.7,35.5,7,22,2009,9-Jul,3
7/22/2009,TB,PSK,840,3,29.7,35.5,7,22,2009,9-Jul,3
7/22/2009,TB,PSK,814,7,29.7,35.5,7,22,2009,9-Jul,3
7/22/2009,TB,PSK,831,12,29.7,35.5,7,22,2009,9-Jul,3
7/22/2009,TB,BNP,833,7,30.2,34.6,7,22,2009,9-Jul,3
7/22/2009,TB,BNP,818,10,30.2,34.6,7,22,2009,9-Jul,3
7/22/2009,TB,BNP,825,10,30.2,34.6,7,22,2009,9-Jul,3
7/22/2009,TB,BNP,824,9,30.2,34.6,7,22,2009,9-Jul,3
7/22/2009,TB,RSK,706,22,30.5,32.9,7,22,2009,9-Jul,3
7/22/2009,TB,RSK,666,12,30.5,32.9,7,22,2009,9-Jul,3
7/22/2009,TB,RSK,810,2,30.5,32.9,7,22,2009,9-Jul,3
7/22/2009,TB,RSK,829,8,30.5,32.9,7,22,2009,9-Jul,3
7/22/2009,TB,RSK,649,5,30.5,32.9,7,22,2009,9-Jul,3
8/5/2009,TB,AMI,812,5,30.3,36.7,8,5,2009,9-Aug,3
8/5/2009,TB,AMI,702,5,30.3,36.7,8,5,2009,9-Aug,3
8/5/2009,TB,AMI,821,4,30.3,36.7,8,5,2009,9-Aug,3
8/5/2009,TB,AMI,761,1,30.3,36.7,8,5,2009,9-Aug,3
8/5/2009,TB,AMI,701,5,30.3,36.7,8,5,2009,9-Aug,3
8/5/2009,TB,PSK,823,3,30.9,35,8,5,2009,9-Aug,3
8/5/2009,TB,PSK,831,8,30.9,35,8,5,2009,9-Aug,3
8/5/2009,TB,PSK,830,6,30.9,35,8,5,2009,9-Aug,3
8/5/2009,TB,PSK,840,6,30.9,35,8,5,2009,9-Aug,3
8/5/2009,TB,PSK,814,5,30.9,35,8,5,2009,9-Aug,3
