"Year","Month","Bay","MonYr","Quarter","reference","Effort","Total"
"2005",3,"MTB",Mar 2005,"1","TBM2005030603",0.68,1
"2005",3,"MTB",Mar 2005,"1","TBM2005030604",0.68,1
"2005",3,"MTB",Mar 2005,"1","TBM2005030606",6.67,3
"2005",3,"MTB",Mar 2005,"1","TBM2005030608",7.41,2
"2005",3,"MTB",Mar 2005,"1","TBM2005030609",6.67,2
"2005",3,"MTB",Mar 2005,"1","TBM2005030612",0.68,1
"2005",3,"MTB",Mar 2005,"1","TBM2005030803",14.08,2
"2005",3,"MTB",Mar 2005,"1","TBM2005031104",14.82,4
"2005",3,"OTB",Mar 2005,"1","TBM2005030202",1.4,1
"2005",3,"OTB",Mar 2005,"1","TBM2005030401",15.57,1
"2005",3,"OTB",Mar 2005,"1","TBM2005030404",16.31,31
"2005",3,"OTB",Mar 2005,"1","TBM2005030405",14.82,14
"2005",3,"OTB",Mar 2005,"1","TBM2005030406",1.4,2
"2005",3,"OTB",Mar 2005,"1","TBM2005030407",1.4,2
"2005",3,"OTB",Mar 2005,"1","TBM2005030408",16.31,1
"2005",3,"OTB",Mar 2005,"1","TBM2005030907",41.2,1
"2005",4,"HB",Apr 2005,"2","TBM2005041102",41.2,20
"2005",4,"HB",Apr 2005,"2","TBM2005041104",1.4,1
"2005",4,"HB",Apr 2005,"2","TBM2005041201",16.31,37
"2005",4,"HB",Apr 2005,"2","TBM2005043104",0.68,2
"2005",4,"HB",Apr 2005,"2","TBM2005044306",13.34,25
"2005",4,"HB",Apr 2005,"2","TBM2005044504",7.41,11
"2005",4,"HB",Apr 2005,"2","TBM2005044510",7.41,9
"2005",4,"LTB",Apr 2005,"2","TBM2005040302",1.4,2
"2005",4,"LTB",Apr 2005,"2","TBM2005040604",1.4,1
"2005",4,"LTB",Apr 2005,"2","TBM2005040605",14.08,2
"2005",4,"LTB",Apr 2005,"2","TBM2005040705",41.2,1
"2005",4,"MTB",Apr 2005,"2","TBM2005040101",41.2,3
"2005",4,"MTB",Apr 2005,"2","TBM2005040103",1.4,1
"2005",4,"MTB",Apr 2005,"2","TBM2005040105",41.2,1
"2005",4,"MTB",Apr 2005,"2","TBM2005040106",41.2,2
"2005",4,"MTB",Apr 2005,"2","TBM2005040404",41.2,2
"2005",4,"MTB",Apr 2005,"2","TBM2005040601",14.82,1
"2005",4,"MTB",Apr 2005,"2","TBM2005040602",14.82,1
"2005",4,"MTB",Apr 2005,"2","TBM2005040803",0.68,1
"2005",4,"MTB",Apr 2005,"2","TBM2005040808",7.41,1
"2005",4,"MTB",Apr 2005,"2","TBM2005040810",7.41,2
"2005",4,"MTB",Apr 2005,"2","TBM2005041001",0.68,1
"2005",4,"MTB",Apr 2005,"2","TBM2005041004",0.68,1
"2005",4,"MTB",Apr 2005,"2","TBM2005041005",7.41,2
"2005",4,"MTB",Apr 2005,"2","TBM2005041006",7.41,1
"2005",4,"MTB",Apr 2005,"2","TBM2005041007",7.41,1
"2005",4,"MTB",Apr 2005,"2","TBM2005041010",7.41,2
"2005",4,"MTB",Apr 2005,"2","TBM2005041203",14.82,23
"2005",4,"MTB",Apr 2005,"2","TBM2005041205",14.08,11
"2005",4,"OTB",Apr 2005,"2","TBM2005040502",1.4,1
"2005",4,"OTB",Apr 2005,"2","TBM2005040503",41.2,2
"2005",4,"OTB",Apr 2005,"2","TBM2005040507",41.2,2
"2005",4,"OTB",Apr 2005,"2","TBM2005040901",14.82,12
"2005",4,"OTB",Apr 2005,"2","TBM2005040902",14.08,3
"2005",4,"OTB",Apr 2005,"2","TBM2005040904",15.57,13
"2005",4,"OTB",Apr 2005,"2","TBM2005041302",1.4,1
"2005",5,"HB",May 2005,"2","TBM2005050102",14.82,7
"2005",5,"HB",May 2005,"2","TBM2005050103",14.82,2
"2005",5,"HB",May 2005,"2","TBM2005050803",1.4,6
"2005",5,"HB",May 2005,"2","TBM2005054101",7.41,14
"2005",5,"HB",May 2005,"2","TBM2005054205",1.4,1
"2005",5,"LTB",May 2005,"2","TBM2005050205",15.57,1
"2005",5,"LTB",May 2005,"2","TBM2005050603",1.4,1
"2005",5,"LTB",May 2005,"2","TBM2005050606",1.4,2
"2005",5,"MTB",May 2005,"2","TBM2005050108",14.82,2
"2005",5,"MTB",May 2005,"2","TBM2005050110",1.4,1
"2005",5,"MTB",May 2005,"2","TBM2005050206",1.4,3
"2005",5,"MTB",May 2005,"2","TBM2005050301",41.2,2
"2005",5,"MTB",May 2005,"2","TBM2005050702",7.41,2
"2005",5,"MTB",May 2005,"2","TBM2005050705",8.89,2
"2005",5,"MTB",May 2005,"2","TBM2005050707",6.67,2
"2005",5,"MTB",May 2005,"2","TBM2005050708",7.41,7
"2005",5,"MTB",May 2005,"2","TBM2005050709",8.15,6
"2005",5,"MTB",May 2005,"2","TBM2005050805",41.2,12
"2005",5,"MTB",May 2005,"2","TBM2005050901",6.67,3
"2005",5,"MTB",May 2005,"2","TBM2005050910",7.41,1
"2005",5,"MTB",May 2005,"2","TBM2005050913",7.41,1
"2005",5,"MTB",May 2005,"2","TBM2005051103",41.2,1
"2005",5,"MTB",May 2005,"2","TBM2005051104",41.2,3
"2005",5,"OTB",May 2005,"2","TBM2005050303",1.4,1
"2005",5,"OTB",May 2005,"2","TBM2005050403",1.4,3
"2005",5,"OTB",May 2005,"2","TBM2005051002",13.34,18
"2005",5,"OTB",May 2005,"2","TBM2005051005",14.82,7
"2005",5,"OTB",May 2005,"2","TBM2005051006",1.4,1
"2005",5,"OTB",May 2005,"2","TBM2005051208",41.2,2
"2005",6,"HB",Jun 2005,"2","TBM2005060202",41.2,2
"2005",6,"HB",Jun 2005,"2","TBM2005060204",41.2,2
"2005",6,"HB",Jun 2005,"2","TBM2005061007",1.4,1
"2005",6,"HB",Jun 2005,"2","TBM2005063111",0.68,1
"2005",6,"HB",Jun 2005,"2","TBM2005064104",6.67,4
"2005",6,"LTB",Jun 2005,"2","TBM2005060705",14.08,2
"2005",6,"LTB",Jun 2005,"2","TBM2005060706",13.34,3
"2005",6,"LTB",Jun 2005,"2","TBM2005061101",14.82,16
"2005",6,"MTB",Jun 2005,"2","TBM2005060407",6.67,6
"2005",6,"MTB",Jun 2005,"2","TBM2005060408",6.67,3
"2005",6,"MTB",Jun 2005,"2","TBM2005060410",6.67,1
"2005",6,"MTB",Jun 2005,"2","TBM2005060903",7.41,3
"2005",6,"MTB",Jun 2005,"2","TBM2005060907",0.68,1
"2005",6,"MTB",Jun 2005,"2","TBM2005060909",7.41,5
"2005",6,"MTB",Jun 2005,"2","TBM2005060911",7.41,5
"2005",6,"MTB",Jun 2005,"2","TBM2005060913",0.68,2
"2005",6,"MTB",Jun 2005,"2","TBM2005061202",1.4,1
"2005",6,"OTB",Jun 2005,"2","TBM2005060303",15.57,6
"2005",6,"OTB",Jun 2005,"2","TBM2005060304",14.82,7
"2005",6,"OTB",Jun 2005,"2","TBM2005060307",1.4,2
"2005",6,"OTB",Jun 2005,"2","TBM2005060502",41.2,1
"2005",6,"OTB",Jun 2005,"2","TBM2005060503",41.2,24
"2005",6,"OTB",Jun 2005,"2","TBM2005061203",41.2,2
"2005",6,"OTB",Jun 2005,"2","TBM2005061205",41.2,4
"2005",7,"HB",Jul 2005,"4","TBM2005070306",14.82,1
"2005",7,"HB",Jul 2005,"4","TBM2005071201",1.4,3
"2005",7,"HB",Jul 2005,"4","TBM2005071202",41.2,12
"2005",7,"HB",Jul 2005,"4","TBM2005074203",6.67,20
"2005",7,"HB",Jul 2005,"4","TBM2005074205",6.67,9
"2005",7,"LTB",Jul 2005,"4","TBM2005070401",14.82,2
"2005",7,"LTB",Jul 2005,"4","TBM2005070701",41.2,1
"2005",7,"LTB",Jul 2005,"4","TBM2005070706",41.2,1
"2005",7,"MTB",Jul 2005,"4","TBM2005070102",0.68,3
"2005",7,"MTB",Jul 2005,"4","TBM2005070104",7.41,1
"2005",7,"MTB",Jul 2005,"4","TBM2005070105",7.41,4
"2005",7,"MTB",Jul 2005,"4","TBM2005070106",0.68,1
"2005",7,"MTB",Jul 2005,"4","TBM2005070111",8.15,2
"2005",7,"MTB",Jul 2005,"4","TBM2005070112",7.41,7
"2005",7,"MTB",Jul 2005,"4","TBM2005070113",7.41,1
"2005",7,"MTB",Jul 2005,"4","TBM2005070303",15.57,1
"2005",7,"MTB",Jul 2005,"4","TBM2005070403",14.82,16
"2005",7,"MTB",Jul 2005,"4","TBM2005070602",41.2,1
"2005",7,"MTB",Jul 2005,"4","TBM2005070603",41.2,2
"2005",7,"MTB",Jul 2005,"4","TBM2005071101",7.41,1
"2005",7,"MTB",Jul 2005,"4","TBM2005071106",6.67,1
"2005",7,"MTB",Jul 2005,"4","TBM2005071110",6.67,2
"2005",7,"MTB",Jul 2005,"4","TBM2005071111",6.67,1
"2005",7,"MTB",Jul 2005,"4","TBM2005071112",7.41,1
"2005",7,"MTB",Jul 2005,"4","TBM2005071114",7.41,2
"2005",7,"MTB",Jul 2005,"4","TBM2005071502",41.2,23
"2005",7,"OTB",Jul 2005,"4","TBM2005070202",14.82,1
"2005",7,"OTB",Jul 2005,"4","TBM2005070206",14.82,2
"2005",7,"OTB",Jul 2005,"4","TBM2005070208",14.08,3
"2005",7,"OTB",Jul 2005,"4","TBM2005070804",41.2,1
"2005",7,"OTB",Jul 2005,"4","TBM2005071002",41.2,3
"2005",7,"OTB",Jul 2005,"4","TBM2005071003",41.2,2
"2005",7,"OTB",Jul 2005,"4","TBM2005071005",41.2,1
"2005",7,"OTB",Jul 2005,"4","TBM2005071006",41.2,3
"2005",7,"OTB",Jul 2005,"4","TBM2005071501",41.2,6
"2005",8,"HB",Aug 2005,"4","TBM2005080301",14.82,1
"2005",8,"HB",Aug 2005,"4","TBM2005080303",14.82,11
"2005",8,"HB",Aug 2005,"4","TBM2005080305",1.4,1
"2005",8,"HB",Aug 2005,"4","TBM2005080308",1.4,1
"2005",8,"HB",Aug 2005,"4","TBM2005083109",0.68,1
"2005",8,"HB",Aug 2005,"4","TBM2005083110",0.68,1
"2005",8,"HB",Aug 2005,"4","TBM2005084508",8.15,3
"2005",8,"LTB",Aug 2005,"4","TBM2005080707",15.57,7
"2005",8,"LTB",Aug 2005,"4","TBM2005080708",14.08,6
"2005",8,"LTB",Aug 2005,"4","TBM2005080803",41.2,7
"2005",8,"MTB",Aug 2005,"4","TBM2005080102",6.67,10
"2005",8,"MTB",Aug 2005,"4","TBM2005080103",7.41,5
"2005",8,"MTB",Aug 2005,"4","TBM2005080104",6.67,4
"2005",8,"MTB",Aug 2005,"4","TBM2005080105",0.68,2
"2005",8,"MTB",Aug 2005,"4","TBM2005080110",0.68,4
"2005",8,"MTB",Aug 2005,"4","TBM2005080112",0.68,1
"2005",8,"MTB",Aug 2005,"4","TBM2005080115",7.41,4
"2005",8,"MTB",Aug 2005,"4","TBM2005080401",41.2,15
"2005",8,"MTB",Aug 2005,"4","TBM2005080402",1.4,1
"2005",8,"MTB",Aug 2005,"4","TBM2005080601",41.2,4
"2005",8,"MTB",Aug 2005,"4","TBM2005080603",1.4,1
"2005",8,"MTB",Aug 2005,"4","TBM2005080902",6.67,1
"2005",8,"MTB",Aug 2005,"4","TBM2005080904",0.68,4
"2005",8,"MTB",Aug 2005,"4","TBM2005080906",7.41,3
"2005",8,"MTB",Aug 2005,"4","TBM2005080914",7.41,2
"2005",8,"MTB",Aug 2005,"4","TBM2005080915",7.41,3
"2005",8,"MTB",Aug 2005,"4","TBM2005081003",41.2,5
"2005",8,"MTB",Aug 2005,"4","TBM2005081005",41.2,2
"2005",8,"MTB",Aug 2005,"4","TBM2005081104",41.2,1
"2005",8,"OTB",Aug 2005,"4","TBM2005080204",41.2,13
"2005",8,"OTB",Aug 2005,"4","TBM2005080206",41.2,1
"2005",8,"OTB",Aug 2005,"4","TBM2005080405",41.2,10
"2005",8,"OTB",Aug 2005,"4","TBM2005081403",41.2,6
"2005",9,"HB",Sep 2005,"4","TBM2005090203",1.4,1
"2005",9,"HB",Sep 2005,"4","TBM2005090204",1.4,2
"2005",9,"HB",Sep 2005,"4","TBM2005090205",41.2,1
"2005",9,"HB",Sep 2005,"4","TBM2005090701",1.4,7
"2005",9,"HB",Sep 2005,"4","TBM2005090704",1.4,1
"2005",9,"HB",Sep 2005,"4","TBM2005090706",14.82,1
"2005",9,"HB",Sep 2005,"4","TBM2005093106",0.68,1
"2005",9,"HB",Sep 2005,"4","TBM2005094108",8.15,6
"2005",9,"LTB",Sep 2005,"4","TBM2005090306",41.2,7
"2005",9,"LTB",Sep 2005,"4","TBM2005091102",1.4,1
"2005",9,"LTB",Sep 2005,"4","TBM2005091104",1.4,2
"2005",9,"LTB",Sep 2005,"4","TBM2005091106",1.4,16
"2005",9,"LTB",Sep 2005,"4","TBM2005091107",41.2,1
"2005",9,"MTB",Sep 2005,"4","TBM2005090504",41.2,4
"2005",9,"MTB",Sep 2005,"4","TBM2005090505",41.2,3
"2005",9,"MTB",Sep 2005,"4","TBM2005090506",41.2,1
"2005",9,"MTB",Sep 2005,"4","TBM2005090804",6.67,1
"2005",9,"MTB",Sep 2005,"4","TBM2005090811",7.41,1
"2005",9,"MTB",Sep 2005,"4","TBM2005090815",7.41,7
"2005",9,"MTB",Sep 2005,"4","TBM2005091201",7.41,1
"2005",9,"MTB",Sep 2005,"4","TBM2005091204",0.68,1
"2005",9,"MTB",Sep 2005,"4","TBM2005091206",0.68,1
"2005",9,"MTB",Sep 2005,"4","TBM2005091207",7.41,2
"2005",9,"MTB",Sep 2005,"4","TBM2005091208",0.68,3
"2005",9,"MTB",Sep 2005,"4","TBM2005091209",6.67,3
"2005",9,"MTB",Sep 2005,"4","TBM2005091210",0.68,1
"2005",9,"MTB",Sep 2005,"4","TBM2005091214",7.41,2
"2005",9,"OTB",Sep 2005,"4","TBM2005090401",41.2,1
"2005",9,"OTB",Sep 2005,"4","TBM2005090402",41.2,5
"2005",9,"OTB",Sep 2005,"4","TBM2005090403",41.2,4
"2005",9,"OTB",Sep 2005,"4","TBM2005090405",41.2,1
"2005",9,"OTB",Sep 2005,"4","TBM2005090604",14.82,30
"2005",9,"OTB",Sep 2005,"4","TBM2005091001",41.2,4
"2005",9,"OTB",Sep 2005,"4","TBM2005091002",41.2,2
"2005",10,"HB",Oct 2005,"3","TBM2005100103",15.57,1
"2005",10,"HB",Oct 2005,"3","TBM2005104601",7.41,15
"2005",10,"HB",Oct 2005,"3","TBM2005104709",14.82,17
"2005",10,"LTB",Oct 2005,"3","TBM2005100202",14.82,8
"2005",10,"LTB",Oct 2005,"3","TBM2005100203",14.82,3
"2005",10,"LTB",Oct 2005,"3","TBM2005100303",41.2,2
"2005",10,"LTB",Oct 2005,"3","TBM2005100304",41.2,2
"2005",10,"LTB",Oct 2005,"3","TBM2005100307",1.4,1
"2005",10,"LTB",Oct 2005,"3","TBM2005100404",41.2,7
"2005",10,"LTB",Oct 2005,"3","TBM2005100801",1.4,1
"2005",10,"LTB",Oct 2005,"3","TBM2005100802",1.4,1
"2005",10,"LTB",Oct 2005,"3","TBM2005100806",1.4,3
"2005",10,"MTB",Oct 2005,"3","TBM2005100401",1.4,7
"2005",10,"MTB",Oct 2005,"3","TBM2005100402",1.4,1
"2005",10,"MTB",Oct 2005,"3","TBM2005100403",41.2,2
"2005",10,"MTB",Oct 2005,"3","TBM2005100902",0.68,7
"2005",10,"MTB",Oct 2005,"3","TBM2005100903",7.41,3
"2005",10,"MTB",Oct 2005,"3","TBM2005100904",0.68,2
"2005",10,"MTB",Oct 2005,"3","TBM2005100909",7.41,2
"2005",10,"MTB",Oct 2005,"3","TBM2005100910",0.68,2
"2005",10,"MTB",Oct 2005,"3","TBM2005100912",8.15,1
"2005",10,"MTB",Oct 2005,"3","TBM2005100913",6.67,1
"2005",10,"MTB",Oct 2005,"3","TBM2005101001",41.2,1
"2005",10,"MTB",Oct 2005,"3","TBM2005101004",1.4,1
"2005",10,"MTB",Oct 2005,"3","TBM2005101006",41.2,2
"2005",10,"MTB",Oct 2005,"3","TBM2005101201",7.41,3
"2005",10,"MTB",Oct 2005,"3","TBM2005101203",0.68,4
"2005",10,"MTB",Oct 2005,"3","TBM2005101204",0.68,2
"2005",10,"MTB",Oct 2005,"3","TBM2005101205",0.68,1
"2005",10,"MTB",Oct 2005,"3","TBM2005101206",7.41,4
"2005",10,"MTB",Oct 2005,"3","TBM2005101207",7.41,1
"2005",10,"MTB",Oct 2005,"3","TBM2005101208",7.41,4
"2005",10,"MTB",Oct 2005,"3","TBM2005101209",7.41,1
"2005",10,"MTB",Oct 2005,"3","TBM2005101210",8.15,13
"2005",10,"MTB",Oct 2005,"3","TBM2005101215",1.4,2
"2005",10,"OTB",Oct 2005,"3","TBM2005100504",14.08,1
"2005",10,"OTB",Oct 2005,"3","TBM2005100505",14.82,4
"2005",10,"OTB",Oct 2005,"3","TBM2005100506",1.4,2
"2005",10,"OTB",Oct 2005,"3","TBM2005100508",1.4,2
"2005",10,"OTB",Oct 2005,"3","TBM2005100603",41.2,5
"2005",10,"OTB",Oct 2005,"3","TBM2005100704",1.4,1
"2005",10,"OTB",Oct 2005,"3","TBM2005100705",1.4,2
"2005",10,"OTB",Oct 2005,"3","TBM2005101306",41.2,5
"2005",11,"HB",Nov 2005,"3","TBM2005110601",1.4,6
"2005",11,"HB",Nov 2005,"3","TBM2005113111",0.68,1
"2005",11,"HB",Nov 2005,"3","TBM2005113113",0.68,5
"2005",11,"HB",Nov 2005,"3","TBM2005114210",5.19,3
"2005",11,"LTB",Nov 2005,"3","TBM2005110404",1.4,1
"2005",11,"LTB",Nov 2005,"3","TBM2005110405",41.2,5
"2005",11,"LTB",Nov 2005,"3","TBM2005110407",1.4,1
"2005",11,"LTB",Nov 2005,"3","TBM2005110804",14.08,1
"2005",11,"LTB",Nov 2005,"3","TBM2005110805",8.15,35
"2005",11,"LTB",Nov 2005,"3","TBM2005111001",41.2,5
"2005",11,"LTB",Nov 2005,"3","TBM2005111003",41.2,2
"2005",11,"MTB",Nov 2005,"3","TBM2005110105",1.4,1
"2005",11,"MTB",Nov 2005,"3","TBM2005110106",41.2,1
"2005",11,"MTB",Nov 2005,"3","TBM2005110107",41.2,2
"2005",11,"MTB",Nov 2005,"3","TBM2005110303",0.68,1
"2005",11,"MTB",Nov 2005,"3","TBM2005110308",7.41,3
"2005",11,"MTB",Nov 2005,"3","TBM2005110310",7.41,1
"2005",11,"MTB",Nov 2005,"3","TBM2005110314",0.68,2
"2005",11,"MTB",Nov 2005,"3","TBM2005110604",14.08,2
"2005",11,"MTB",Nov 2005,"3","TBM2005110801",15.57,4
"2005",11,"MTB",Nov 2005,"3","TBM2005110902",7.41,3
"2005",11,"MTB",Nov 2005,"3","TBM2005110904",0.68,3
"2005",11,"MTB",Nov 2005,"3","TBM2005110906",0.68,4
"2005",11,"MTB",Nov 2005,"3","TBM2005111005",41.2,1
"2005",11,"MTB",Nov 2005,"3","TBM2005111103",14.08,1
"2005",11,"OTB",Nov 2005,"3","TBM2005110202",1.4,1
"2005",11,"OTB",Nov 2005,"3","TBM2005110204",41.2,15
"2005",11,"OTB",Nov 2005,"3","TBM2005110501",41.2,4
"2005",11,"OTB",Nov 2005,"3","TBM2005110502",41.2,5
"2005",11,"OTB",Nov 2005,"3","TBM2005110503",41.2,2
"2005",11,"OTB",Nov 2005,"3","TBM2005111201",1.4,1
"2005",11,"OTB",Nov 2005,"3","TBM2005111206",14.82,3
"2005",12,"HB",Dec 2005,"3","TBM2005120107",1.4,1
"2005",12,"HB",Dec 2005,"3","TBM2005120902",15.57,2
"2005",12,"HB",Dec 2005,"3","TBM2005123114",0.68,4
"2005",12,"HB",Dec 2005,"3","TBM2005123115",0.68,1
"2005",12,"HB",Dec 2005,"3","TBM2005123116",0.68,7
"2005",12,"HB",Dec 2005,"3","TBM2005124201",7.41,5
"2005",12,"HB",Dec 2005,"3","TBM2005124203",7.41,1
"2005",12,"LTB",Dec 2005,"3","TBM2005120502",1.4,2
"2005",12,"LTB",Dec 2005,"3","TBM2005120507",41.2,3
"2005",12,"LTB",Dec 2005,"3","TBM2005120601",14.82,2
"2005",12,"LTB",Dec 2005,"3","TBM2005120908",14.82,2
"2005",12,"MTB",Dec 2005,"3","TBM2005120201",0.68,1
"2005",12,"MTB",Dec 2005,"3","TBM2005120202",0.68,1
"2005",12,"MTB",Dec 2005,"3","TBM2005120204",7.41,1
"2005",12,"MTB",Dec 2005,"3","TBM2005120205",6.67,4
"2005",12,"MTB",Dec 2005,"3","TBM2005120206",7.41,2
"2005",12,"MTB",Dec 2005,"3","TBM2005120207",0.68,1
"2005",12,"MTB",Dec 2005,"3","TBM2005120209",7.41,4
"2005",12,"MTB",Dec 2005,"3","TBM2005120211",0.68,1
"2005",12,"MTB",Dec 2005,"3","TBM2005120402",41.2,3
"2005",12,"MTB",Dec 2005,"3","TBM2005120602",1.4,2
"2005",12,"MTB",Dec 2005,"3","TBM2005120704",41.2,3
"2005",12,"MTB",Dec 2005,"3","TBM2005120707",1.4,2
"2005",12,"MTB",Dec 2005,"3","TBM2005121101",0.68,8
"2005",12,"MTB",Dec 2005,"3","TBM2005121103",0.68,1
"2005",12,"MTB",Dec 2005,"3","TBM2005121105",7.41,2
"2005",12,"MTB",Dec 2005,"3","TBM2005121107",0.68,6
"2005",12,"MTB",Dec 2005,"3","TBM2005121109",0.68,2
"2005",12,"MTB",Dec 2005,"3","TBM2005121110",0.68,1
"2005",12,"MTB",Dec 2005,"3","TBM2005121112",0.68,1
"2005",12,"MTB",Dec 2005,"3","TBM2005121113",6.67,1
"2005",12,"MTB",Dec 2005,"3","TBM2005121114",6.67,1
"2005",12,"MTB",Dec 2005,"3","TBM2005121115",7.41,1
"2005",12,"OTB",Dec 2005,"3","TBM2005121001",14.82,1
"2005",12,"OTB",Dec 2005,"3","TBM2005121003",1.4,1
"2005",12,"OTB",Dec 2005,"3","TBM2005121006",1.4,2
"2005",12,"OTB",Dec 2005,"3","TBM2005121007",14.82,1
"2005",12,"OTB",Dec 2005,"3","TBM2005121009",14.08,1
"2006",1,"HB",Jan 2006,"1","TBM2006011001",14.08,4
"2006",1,"HB",Jan 2006,"1","TBM2006011005",15.57,3
"2006",1,"HB",Jan 2006,"1","TBM2006011006",14.82,8
"2006",1,"HB",Jan 2006,"1","TBM2006014503",7.41,62
"2006",1,"LTB",Jan 2006,"1","TBM2006010403",14.82,6
"2006",1,"LTB",Jan 2006,"1","TBM2006010404",14.82,3
"2006",1,"LTB",Jan 2006,"1","TBM2006010407",1.4,1
"2006",1,"LTB",Jan 2006,"1","TBM2006010903",41.2,4
"2006",1,"MTB",Jan 2006,"1","TBM2006010101",8.15,1
"2006",1,"MTB",Jan 2006,"1","TBM2006010103",0.68,1
"2006",1,"MTB",Jan 2006,"1","TBM2006010105",0.68,7
"2006",1,"MTB",Jan 2006,"1","TBM2006010106",0.68,1
"2006",1,"MTB",Jan 2006,"1","TBM2006010109",0.68,1
"2006",1,"MTB",Jan 2006,"1","TBM2006010110",0.68,2
"2006",1,"MTB",Jan 2006,"1","TBM2006010111",7.41,1
"2006",1,"MTB",Jan 2006,"1","TBM2006010114",0.68,1
"2006",1,"MTB",Jan 2006,"1","TBM2006010115",0.68,1
"2006",1,"MTB",Jan 2006,"1","TBM2006010207",6.67,5
"2006",1,"MTB",Jan 2006,"1","TBM2006010209",6.67,1
"2006",1,"MTB",Jan 2006,"1","TBM2006010210",6.67,6
"2006",1,"MTB",Jan 2006,"1","TBM2006010211",0.68,1
"2006",1,"MTB",Jan 2006,"1","TBM2006010504",1.4,2
"2006",1,"MTB",Jan 2006,"1","TBM2006010505",41.2,1
"2006",1,"MTB",Jan 2006,"1","TBM2006010506",41.2,1
"2006",1,"MTB",Jan 2006,"1","TBM2006010605",1.4,1
"2006",1,"MTB",Jan 2006,"1","TBM2006010608",41.2,2
"2006",1,"MTB",Jan 2006,"1","TBM2006010901",1.4,2
"2006",1,"MTB",Jan 2006,"1","TBM2006010902",41.2,10
"2006",1,"MTB",Jan 2006,"1","TBM2006011002",14.08,9
"2006",1,"MTB",Jan 2006,"1","TBM2006011110",14.82,20
"2006",1,"OTB",Jan 2006,"1","TBM2006010301",41.2,3
"2006",1,"OTB",Jan 2006,"1","TBM2006010807",41.2,2
"2006",1,"OTB",Jan 2006,"1","TBM2006011101",14.82,6
"2006",1,"OTB",Jan 2006,"1","TBM2006011102",14.82,3
"2006",1,"OTB",Jan 2006,"1","TBM2006011103",15.57,1
"2006",2,"HB",Feb 2006,"1","TBM2006020306",13.34,3
"2006",2,"HB",Feb 2006,"1","TBM2006020307",14.08,6
"2006",2,"HB",Feb 2006,"1","TBM2006023103",0.68,1
"2006",2,"HB",Feb 2006,"1","TBM2006024402",7.41,8
"2006",2,"LTB",Feb 2006,"1","TBM2006020601",14.08,2
"2006",2,"LTB",Feb 2006,"1","TBM2006020602",1.4,3
"2006",2,"LTB",Feb 2006,"1","TBM2006020603",1.4,2
"2006",2,"LTB",Feb 2006,"1","TBM2006020604",14.82,12
"2006",2,"LTB",Feb 2006,"1","TBM2006020606",14.82,60
"2006",2,"LTB",Feb 2006,"1","TBM2006020703",1.4,1
"2006",2,"LTB",Feb 2006,"1","TBM2006020704",41.2,2
"2006",2,"LTB",Feb 2006,"1","TBM2006020706",41.2,15
"2006",2,"LTB",Feb 2006,"1","TBM2006021102",1.4,1
"2006",2,"LTB",Feb 2006,"1","TBM2006021103",41.2,1
"2006",2,"MTB",Feb 2006,"1","TBM2006020305",14.82,3
"2006",2,"MTB",Feb 2006,"1","TBM2006020401",14.08,8
"2006",2,"MTB",Feb 2006,"1","TBM2006020501",7.41,3
"2006",2,"MTB",Feb 2006,"1","TBM2006020502",7.41,5
"2006",2,"MTB",Feb 2006,"1","TBM2006020503",7.41,5
"2006",2,"MTB",Feb 2006,"1","TBM2006020504",0.68,3
"2006",2,"MTB",Feb 2006,"1","TBM2006020505",0.68,3
"2006",2,"MTB",Feb 2006,"1","TBM2006020506",0.68,1
"2006",2,"MTB",Feb 2006,"1","TBM2006020507",0.68,2
"2006",2,"MTB",Feb 2006,"1","TBM2006020510",0.68,6
"2006",2,"MTB",Feb 2006,"1","TBM2006020511",0.68,4
"2006",2,"MTB",Feb 2006,"1","TBM2006020512",0.68,1
"2006",2,"MTB",Feb 2006,"1","TBM2006020514",7.41,1
"2006",2,"MTB",Feb 2006,"1","TBM2006020515",7.41,3
"2006",2,"MTB",Feb 2006,"1","TBM2006020902",6.67,4
"2006",2,"MTB",Feb 2006,"1","TBM2006020903",6.67,3
"2006",2,"MTB",Feb 2006,"1","TBM2006020907",6.67,18
"2006",2,"MTB",Feb 2006,"1","TBM2006020908",6.67,1
"2006",2,"MTB",Feb 2006,"1","TBM2006020909",0.68,3
"2006",2,"MTB",Feb 2006,"1","TBM2006020910",7.41,2
"2006",2,"MTB",Feb 2006,"1","TBM2006020912",0.68,1
"2006",2,"MTB",Feb 2006,"1","TBM2006020913",0.68,1
"2006",2,"MTB",Feb 2006,"1","TBM2006020914",0.68,2
"2006",2,"MTB",Feb 2006,"1","TBM2006021006",1.4,2
"2006",2,"MTB",Feb 2006,"1","TBM2006021007",41.2,1
"2006",2,"MTB",Feb 2006,"1","TBM2006021105",41.2,2
"2006",2,"MTB",Feb 2006,"1","TBM2006021201",1.4,6
"2006",2,"MTB",Feb 2006,"1","TBM2006021202",41.2,3
"2006",2,"MTB",Feb 2006,"1","TBM2006021203",1.4,3
"2006",2,"MTB",Feb 2006,"1","TBM2006022103",41.2,8
"2006",2,"MTB",Feb 2006,"1","TBM2006022203",14.82,10
"2006",2,"OTB",Feb 2006,"1","TBM2006020202",41.2,1
"2006",2,"OTB",Feb 2006,"1","TBM2006020205",41.2,2
